Gammal kod	Gammalt namn	Ny kod	Nytt namn	Hel/Del	Datum ikraftträdande	Ändringstyp	Ändring
1303	Karup	1381	Laholm	Del	1971-01-01	10	Upphör; till befintlig
1304	Ränneslöv	1381	Laholm	Hel	1974-01-01	10	Upphör; till befintlig
1305	Knäred	1381	Laholm	Hel	1974-01-01	10	Upphör; till befintlig
1306	Laholms landskommun	1381	Laholm	Hel	1971-01-01	10	Upphör; till befintlig
1307	Veinge	1381	Laholm	Hel	1974-01-01	10	Upphör; till befintlig
1308	Eldsberga	1380	Halmstad	Hel	1974-01-01	10	Upphör; till befintlig
1309	Simlåmgsdalen	1380	Halmstad	Hel	1967-01-01	10	Upphör; till befintlig
1310	Söndrum	1380	Halmstad	Hel	1974-01-01	10	Upphör; till befintlig
1311	Harplinge	1380	Halmstad	Hel	1974-01-01	10	Upphör; till befintlig
1312	Getinge	1380	Halmstad	Hel	1974-01-01	10	Upphör; till befintlig
1313	Kvibille	1380	Halmstad	Hel	1974-01-01	10	Upphör; till befintlig
1314	Enslöv	1380	Halmstad	Hel	1974-01-01	10	Upphör; till befintlig
1315	Torup	1315	Hylte	Hel	1974-01-01	16	Utvidgas och namnändras
1316	Årstad	1382	Falkenberg	Hel	1971-01-01	10	Upphör; till befintlig
1317	Morup	1382	Falkenberg	Hel	1971-01-01	10	Upphör; till befintlig
1318	Vinberg	1382	Falkenberg	Hel	1971-01-01	10	Upphör; till befintlig
1319	Vessigebro	1382	Falkenberg	Hel	1971-01-01	10	Upphör; till befintlig
1320	Ätran	1382	Falkenberg	Hel	1971-01-01	10	Upphör; till befintlig
1321	Ullared	1382	Falkenberg	Hel	1971-01-01	10	Upphör; till befintlig
1322	Himledalen	1383	Varberg	Hel	1971-01-01	10	Upphör; till befintlig
1323	Tvååker	1383	Varberg	Hel	1971-01-01	10	Upphör; till befintlig
1324	Träslöv	1383	Varberg	Hel	1967-01-01	10	Upphör; till befintlig
1325	Lindberga	1383	Varberg	Hel	1971-01-01	10	Upphör; till befintlig
1326	Veddige	1383	Varberg	Hel	1971-01-01	10	Upphör; till befintlig
1327	Värö	1383	Varberg	Hel	1971-01-01	10	Upphör; till befintlig
1328	Löftadalen	1384	Kungsbacka	Hel	1974-01-01	10	Upphör; till befintlig
1329	Fjärås	1384	Kungsbacka	Hel	1974-01-01	10	Upphör; till befintlig
1330	Onsala	1384	Kungsbacka	Hel	1974-01-01	10	Upphör; till befintlig
1331	Särö	1384	Kungsbacka	Hel	1971-01-01	10	Upphör; till befintlig
1332	Tölö	1384	Kungsbacka	Hel	1969-01-01	10	Upphör; till befintlig
1333	Lindome	1481	Mölndal	Hel	1971-01-01	10	Upphör; till befintlig
1360	Oskarström	1380	Halmstad	Hel	1974-01-01	10	Upphör; till befintlig
1380	Halmstad	1380	Halmstad	Hel	1967-01-01	15	Utvidgas
1380	Halmstad	1380	Halmstad	Hel	1974-01-01	15	Utvidgas
1381	Laholm	1381	Laholm	Hel	1971-01-01	15	Utvidgas
1381	Laholm	1381	Laholm	Hel	1974-01-01	15	Utvidgas
1382	Falkenberg	1382	Falkenberg	Hel	1971-01-01	15	Utvidgas
1383	Varberg	1383	Varberg	Hel	1967-01-01	15	Utvidgas
1383	Varberg	1383	Varberg	Hel	1971-01-01	15	Utvidgas
1384	Kungsbacka	1384	Kungsbacka	Hel	1969-01-01	15	Utvidgas
1384	Kungsbacka	1384	Kungsbacka	Hel	1971-01-01	15	Utvidgas
1384	Kungsbacka	1384	Kungsbacka	Hel	1974-01-01	15	Utvidgas
1401	Landvetter	1401	Härryda	Hel	1971-01-01	16	Utvidgas och namnändras
1403	Råda	1401	Härryda	Hel	1971-01-01	10	Upphör; till befintlig
1404	Kållered	1481	Mölndal	Hel	1971-01-01	10	Upphör; till befintlig
1405	Askim	1480	Göteborg	Hel	1974-01-01	10	Upphör; till befintlig
1406	Styrsö	1480	Göteborg	Hel	1974-01-01	10	Upphör; till befintlig
1408	Torslanda	1480	Göteborg	Hel	1967-01-01	10	Upphör; till befintlig
1409	Tuve	1480	Göteborg	Hel	1967-01-01	10	Upphör; till befintlig
1410	Säve	1480	Göteborg	Hel	1967-01-01	10	Upphör; till befintlig
1411	Hermansby	1482	Kungälv	Hel	1971-01-01	10	Upphör; till befintlig
1412	Ytterby	1482	Kungälv	Hel	1971-01-01	10	Upphör; till befintlig
1413	Romelanda	1482	Kungälv	Hel	1971-01-01	10	Upphör; till befintlig
1414	Kode	1415	Stenungsund	Del	1971-01-01	10	Upphör; till befintlig
1414	Kode	1482	Kungälv	Del	1971-01-01	10	Upphör; till befintlig
1415	Stenungsund	1415	Stenungsund	Hel	1971-01-01	15	Utvidgas
1416	Inlands Torpe	1562	Lilla Edet	Hel	1971-01-01	10	Upphör; till befintlig
1417	Ljungskile	1485	Uddevalla	Hel	1971-01-01	10	Upphör; till befintlig
1418	Forshälla	1485	Uddevalla	Hel	1971-01-01	10	Upphör; till befintlig
1420	Morlanda	1421	Orust	Hel	1971-01-01	10	Upphör; till befintlig
1421	Tegneby	1421	Östra Orust	Hel	1962-01-01	16	Utvidgas och namnändras
1421	Östra Orust	1421	Orust	Hel	1971-01-01	16	Utvidgas och namnändras
1422	Myckleby	1421	Östra Orust	Hel	1962-01-01	10	Upphör; till befintlig
1423	Skaftö	1484	Lysekil	Del	1971-01-01	10	Upphör; till befintlig
1423	Skaftö	1485	Uddevalla	Del	1971-01-01	10	Upphör; till befintlig
1424	Skredsvik	1485	Uddevalla	Hel	1971-01-01	10	Upphör; till befintlig
1425	Lane-Ryr	1485	Uddevalla	Hel	1971-01-01	10	Upphör; till befintlig
1426	Smögen	1427	Sotenäs	Hel	1974-01-01	10	Upphör; till befintlig
1427	Södra Sotenäs	1427	Sotenäs	Hel	1974-01-01	16	Utvidgas och namnändras
1428	Tossene	1427	Sotenäs	Hel	1974-01-01	10	Upphör; till befintlig
1429	Stångenäs	1484	Lysekil	Hel	1971-01-01	10	Upphör; till befintlig
1430	Munkedal	1430	Munkedal	Hel	1967-01-01	15	Utvidgas
1430	Munkedal	1430	Munkedal	Hel	1974-01-01	15	Utvidgas
1431	Svarteborg	1430	Munkedal	Hel	1974-01-01	10	Upphör; till befintlig
1432	Sörbygden	1430	Munkedal	Hel	1974-01-01	10	Upphör; till befintlig
1433	Bullaren	1435	Tanum	Hel	1971-01-01	10	Upphör; till befintlig
1434	Kville	1435	Tanum	Hel	1971-01-01	10	Upphör; till befintlig
1435	Tanum	1435	Tanum	Hel	1971-01-01	15	Utvidgas
1436	Tjärnö	1486	Strömstad	Hel	1967-01-01	10	Upphör; till befintlig
1437	Vette	1486	Strömstad	Hel	1967-01-01	10	Upphör; till befintlig
1480	Göteborg	1480	Göteborg	Hel	1967-01-01	15	Utvidgas
1480	Göteborg	1480	Göteborg	Hel	1974-01-01	15	Utvidgas
1481	Mölndal	1481	Mölndal	Hel	1971-01-01	15	Utvidgas
1482	Kungälv	1482	Kungälv	Hel	1971-01-01	15	Utvidgas
1483	Marstrand	1482	Kungälv	Hel	1971-01-01	10	Upphör; till befintlig
1484	Lysekil	1484	Lysekil	Hel	1971-01-01	15	Utvidgas
1485	Uddevalla	1485	Uddevalla	Hel	1971-01-01	15	Utvidgas
1486	Strömstad	1486	Strömstad	Hel	1967-01-01	15	Utvidgas
1501	Tössbo	1585	Åmål	Hel	1971-01-01	10	Upphör; till befintlig
1502	Lelång	1560	Bengtsfors	Hel	1971-01-01	10	Upphör; till befintlig
1503	Steneby	1560	Bengtsfors	Hel	1971-01-01	10	Upphör; till befintlig
1504	Dals-Ed	1438	Dals-Ed	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1505	Bäckefors	1560	Bengtsfors	Hel	1971-01-01	10	Upphör; till befintlig
1506	Högsäter	1507	Färgelanda	Hel	1974-01-01	10	Upphör; till befintlig
1507	Färgelanda	1507	Färgelanda	Hel	1967-01-01	15	Utvidgas
1507	Färgelanda	1507	Färgelanda	Hel	1974-01-01	15	Utvidgas
1507	Färgelanda	1439	Färgelanda	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1508	Ödeborg	1430	Munkedal	Del	1967-01-01	10	Upphör; till befintlig
1508	Ödeborg	1507	Färgelanda	Del	1967-01-01	10	Upphör; till befintlig
1509	Kroppefjäll	1561	Mellerud	Hel	1969-01-01	10	Upphör; till befintlig
1510	Skållerud	1561	Mellerud	Hel	1969-01-01	10	Upphör; till befintlig
1511	Bolstad	1561	Mellerud	Hel	1969-01-01	10	Upphör; till befintlig
1512	Brålanda	1580	Vänersborg	Hel	1974-01-01	10	Upphör; till befintlig
1513	Frändefors	1580	Vänersborg	Hel	1974-01-01	10	Upphör; till befintlig
1514	Västra Tunhem	1580	Vänersborg	Hel	1974-01-01	10	Upphör; till befintlig
1515	Södra Väne	1581	Trollhättan	Hel	1967-01-01	10	Upphör; till befintlig
1516	Bjärke	1581	Trollhättan	Del	1974-01-01	10	Upphör; till befintlig
1516	Bjärke	1582	Alingsås	Del	1974-01-01	10	Upphör; till befintlig
1517	Flundre	1562	Lilla Edet	Del	1971-01-01	10	Upphör; till befintlig
1517	Flundre	1581	Trollhättan	Del	1971-01-01	10	Upphör; till befintlig
1518	Lödöse	1562	Lilla Edet	Hel	1971-01-01	10	Upphör; till befintlig
1519	Skepplanda	1521	Ale	Hel	1974-01-01	10	Upphör; till befintlig
1520	Starrkärr	1521	Ale	Hel	1974-01-01	10	Upphör; till befintlig
1521	Nödinge	1521	Ale	Hel	1974-01-01	16	Utvidgas och namnändras
1521	Ale	1440	Ale	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1522	Angered	1480	Göteborg	Hel	1967-01-01	10	Upphör; till befintlig
1523	Stora Lundby	1524	Lerum	Hel	1969-01-01	10	Upphör; till befintlig
1524	Lerum	1524	Lerum	Hel	1969-01-01	15	Utvidgas
1524	Lerum	1441	Lerum	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1525	Skallsjö	1524	Lerum	Hel	1969-01-01	10	Upphör; till befintlig
1526	Hemsjö	1582	Alingsås	Hel	1974-01-01	10	Upphör; till befintlig
1527	Vårgårda	1442	Vårgårda	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1528	Herrljunga	1566	Herrljunga	Hel	1953-01-01	23	Kodändrad; annat än 20-22
1529	Gäsene	1566	Herrljunga	Hel	1974-01-01	10	Upphör; till befintlig
1530	Hökerum	1584	Ulricehamn	Hel	1974-01-01	10	Upphör; till befintlig
1531	Toarp	1531	Dalsjöfors	Hel	1967-01-01	16	Utvidgas och namnändras
1531	Dalsjöfors	1531	Dalsjöfors	Hel	1971-01-01	15	Utvidgas
1531	Dalsjöfors	1583	Borås	Hel	1974-01-01	10	Upphör; till befintlig
1532	Brämhult	1583	Borås	Hel	1971-01-01	10	Upphör; till befintlig
1533	Fristad	1583	Borås	Hel	1974-01-01	10	Upphör; till befintlig
1534	Sandhult	1583	Borås	Hel	1974-01-01	10	Upphör; till befintlig
1535	Bollebygd	1583	Borås	Hel	1974-01-01	10	Upphör; till befintlig
1535	Bollebygd	1443	Bollebygd	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1536	Björketorp	1401	Härryda	Hel	1971-01-01	10	Upphör; till befintlig
1537	Sätila	1563	Mark	Hel	1971-01-01	10	Upphör; till befintlig
1538	Seglora	1538	Viskafors	Hel	1961-01-01	16	Utvidgas och namnändras
1538	Viskafors	1583	Borås	Hel	1974-01-01	10	Upphör; till befintlig
1539	Kinnarumma	1538	Viskafors	Hel	1961-01-01	10	Upphör; till befintlig
1540	Fritsla	1563	Mark	Hel	1971-01-01	10	Upphör; till befintlig
1541	Örby	1563	Mark	Hel	1971-01-01	10	Upphör; till befintlig
1542	Västra Mark	1563	Mark	Hel	1971-01-01	10	Upphör; till befintlig
1543	Horred	1563	Mark	Hel	1971-01-01	10	Upphör; till befintlig
1544	Kungsäter	1383	Varberg	Hel	1971-01-01	10	Upphör; till befintlig
1545	Svansjö	1563	Mark	Hel	1971-01-01	10	Upphör; till befintlig
1546	Högvad	1382	Falkenberg	Del	1971-01-01	10	Upphör; till befintlig
1546	Högvad	1565	Svenljunga	Del	1971-01-01	10	Upphör; till befintlig
1547	Kindaholm	1565	Svenljunga	Hel	1971-01-01	10	Upphör; till befintlig
1548	Axelfors	1565	Svenljunga	Hel	1971-01-01	10	Upphör; till befintlig
1549	Lysjö	1531	Dalsjöfors	Del	1971-01-01	10	Upphör; till befintlig
1549	Lysjö	1565	Svenljunga	Del	1971-01-01	10	Upphör; till befintlig
1550	Länghem	1531	Dalsjöfors	Del	1967-01-01	10	Upphör; till befintlig
1550	Länghem	1552	Tranemo	Del	1967-01-01	10	Upphör; till befintlig
1551	Limmared	1552	Tranemo	Hel	1967-01-01	10	Upphör; till befintlig
1552	Tranemo	1552	Tranemo	Hel	1967-01-01	15	Utvidgas
1552	Tranemo	1552	Tranemo	Hel	1974-01-01	15	Utvidgas
1552	Tranemo	1452	Tranemo	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1553	Dalstorp	1552	Tranemo	Hel	1974-01-01	10	Upphör; till befintlig
1554	Åsunden	1584	Ulricehamn	Hel	1974-01-01	10	Upphör; till befintlig
1555	Redväg	1584	Ulricehamn	Del	1974-01-01	10	Upphör; till befintlig
1555	Redväg	1686	Falköping	Del	1974-01-01	10	Upphör; till befintlig
1560	Bengtsfors	1560	Bengtsfors	Hel	1971-01-01	15	Utvidgas
1560	Bengtsfors	1460	Bengtsfors	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1561	Mellerud	1561	Mellerud	Hel	1969-01-01	15	Utvidgas
1561	Mellerud	1461	Mellerud	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1562	Lilla Edet	1562	Lilla Edet	Hel	1971-01-01	15	Utvidgas
1562	Lilla Edet	1462	Lilla Edet	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1563	Kinna	1563	Mark	Hel	1971-01-01	16	Utvidgas och namnändras
1563	Mark	1463	Mark	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1564	Skene	1563	Mark	Hel	1971-01-01	10	Upphör; till befintlig
1565	Svenljunga	1565	Svenljunga	Hel	1971-01-01	15	Utvidgas
1565	Svenljunga	1465	Svenljunga	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1566	Herrljunga	1566	Herrljunga	Hel	1974-01-01	15	Utvidgas
1566	Herrljunga	1466	Herrljunga	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1580	Vänersborg	1580	Vänersborg	Hel	1974-01-01	15	Utvidgas
1580	Vänersborg	1487	Vänersborg	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1581	Trollhättan	1581	Trollhättan	Hel	1967-01-01	15	Utvidgas
1581	Trollhättan	1581	Trollhättan	Hel	1971-01-01	15	Utvidgas
1581	Trollhättan	1581	Trollhättan	Hel	1974-01-01	15	Utvidgas
1581	Trollhättan	1488	Trollhättan	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1582	Alingsås	1582	Alingsås	Hel	1974-01-01	15	Utvidgas
1582	Alingsås	1489	Alingsås	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1583	Borås	1583	Borås	Hel	1971-01-01	15	Utvidgas
1583	Borås	1583	Borås	Hel	1974-01-01	15	Utvidgas
1583	Borås	1535	Bollebygd	Del	1995-01-01	12	Ger del till nybildad
1583	Borås	1490	Borås	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1584	Ulricehamn	1584	Ulricehamn	Hel	1974-01-01	15	Utvidgas
1584	Ulricehamn	1491	Ulricehamn	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1585	Åmål	1585	Åmål	Hel	1971-01-01	15	Utvidgas
1585	Åmål	1492	Åmål	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1601	Tun	1681	Lidköping	Hel	1969-01-01	10	Upphör; till befintlig
1602	Grästorp	1444	Grästorp	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1603	Essunga	1660	Vara	Hel	1974-01-01	10	Upphör; till befintlig
1603	Essunga	1445	Essunga	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1604	Vedum	1660	Vara	Hel	1967-01-01	10	Upphör; till befintlig
1605	Larv	1660	Vara	Hel	1974-01-01	10	Upphör; till befintlig
1606	Ryda	1660	Vara	Hel	1967-01-01	10	Upphör; till befintlig
1607	Levene	1660	Vara	Hel	1967-01-01	10	Upphör; till befintlig
1608	Järpås	1681	Lidköping	Hel	1969-01-01	10	Upphör; till befintlig
1609	Örslösa	1681	Lidköping	Hel	1969-01-01	10	Upphör; till befintlig
1610	Norra Kålland	1681	Lidköping	Hel	1969-01-01	10	Upphör; till befintlig
1611	Kållands-Råda	1681	Lidköping	Hel	1969-01-01	10	Upphör; till befintlig
1612	Vinninga	1681	Lidköping	Hel	1969-01-01	10	Upphör; till befintlig
1613	Husaby	1661	Götene	Hel	1967-01-01	10	Upphör; till befintlig
1614	Kinnekulle	1661	Götene	Hel	1967-01-01	10	Upphör; till befintlig
1615	Valle	1682	Skara	Hel	1971-01-01	10	Upphör; till befintlig
1616	Ardala	1682	Skara	Hel	1971-01-01	10	Upphör; till befintlig
1617	Saleby	1681	Lidköping	Hel	1969-01-01	10	Upphör; till befintlig
1618	Kvänum	1660	Vara	Hel	1974-01-01	10	Upphör; till befintlig
1619	Vilske	1686	Falköping	Hel	1974-01-01	10	Upphör; till befintlig
1620	Frökind	1686	Falköping	Hel	1974-01-01	10	Upphör; till befintlig
1621	Vartofta	1686	Falköping	Hel	1974-01-01	10	Upphör; till befintlig
1622	Mullsjö	0642	Mullsjö	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1623	Habo	1623	Habo	Hel	1974-01-01	15	Utvidgas
1623	Habo	0643	Habo	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1624	Fågelås	1623	Habo	Del	1974-01-01	10	Upphör; till befintlig
1624	Fågelås	1684	Hjo	Del	1974-01-01	10	Upphör; till befintlig
1625	Hökensås	1685	Tidaholm	Hel	1974-01-01	10	Upphör; till befintlig
1626	Fröjered	1684	Hjo	Del	1974-01-01	10	Upphör; till befintlig
1626	Fröjered	1685	Tidaholm	Del	1974-01-01	10	Upphör; till befintlig
1627	Dimbo	1685	Tidaholm	Del	1974-01-01	10	Upphör; till befintlig
1627	Dimbo	1686	Falköping	Del	1974-01-01	10	Upphör; till befintlig
1628	Stenstorp	1686	Falköping	Hel	1974-01-01	10	Upphör; till befintlig
1629	Gudhem	1686	Falköping	Hel	1974-01-01	10	Upphör; till befintlig
1630	Skultorp	1683	Skövde	Hel	1971-01-01	10	Upphör; till befintlig
1631	Värsås	1683	Skövde	Del	1971-01-01	10	Upphör; till befintlig
1631	Värsås	1684	Hjo	Del	1971-01-01	10	Upphör; till befintlig
1632	Binneberg	1683	Skövde	Hel	1971-01-01	10	Upphör; till befintlig
1633	Timmersdala	1683	Skövde	Hel	1971-01-01	10	Upphör; till befintlig
1634	Tidan	1683	Skövde	Hel	1971-01-01	10	Upphör; till befintlig
1635	Moholm	1663	Töreboda	Hel	1971-01-01	10	Upphör; till befintlig
1636	Mölltorp	1637	Karlsborg	Del	1971-01-01	10	Upphör; till befintlig
1636	Mölltorp	1662	Tibro	Del	1971-01-01	10	Upphör; till befintlig
1637	Karlsborg	1637	Karlsborg	Hel	1971-01-01	15	Utvidgas
1637	Karlsborg	1446	Karlsborg	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1638	Undenäs	1637	Karlsborg	Del	1971-01-01	10	Upphör; till befintlig
1638	Undenäs	1663	Töreboda	Del	1971-01-01	10	Upphör; till befintlig
1639	Ullervad	1680	Mariestad	Hel	1971-01-01	10	Upphör; till befintlig
1640	Lugnås	1680	Mariestad	Hel	1971-01-01	10	Upphör; till befintlig
1641	Hasslerör	1680	Mariestad	Hel	1971-01-01	10	Upphör; till befintlig
1642	Lyrestad	1680	Mariestad	Hel	1971-01-01	10	Upphör; till befintlig
1643	Amnehärad	1643	Gullspång	Hel	1971-01-01	16	Utvidgas och namnändras
1643	Gullspång	1447	Gullspång	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1644	Hova	1643	Gullspång	Del	1971-01-01	10	Upphör; till befintlig
1644	Hova	1663	Töreboda	Del	1971-01-01	10	Upphör; till befintlig
1645	Tiveden	1860	Laxå	Hel	1967-01-01	10	Upphör; till befintlig
1660	Vara	1660	Vara	Hel	1967-01-01	15	Utvidgas
1660	Vara	1660	Vara	Hel	1974-01-01	15	Utvidgas
1660	Vara	1603	Essunga	Del	1983-01-01	12	Ger del till nybildad
1660	Vara	1470	Vara	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1661	Götene	1661	Götene	Hel	1967-01-01	15	Utvidgas
1661	Götene	1471	Götene	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1662	Tibro	1662	Tibro	Hel	1971-01-01	15	Utvidgas
1662	Tibro	1472	Tibro	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1663	Töreboda	1663	Töreboda	Hel	1971-01-01	15	Utvidgas
1663	Töreboda	1473	Töreboda	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1680	Mariestad	1680	Mariestad	Hel	1971-01-01	15	Utvidgas
1680	Mariestad	1493	Mariestad	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1681	Lidköping	1681	Lidköping	Hel	1969-01-01	15	Utvidgas
1681	Lidköping	1494	Lidköping	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1682	Skara	1682	Skara	Hel	1971-01-01	15	Utvidgas
1682	Skara	1495	Skara	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1683	Skövde	1683	Skövde	Hel	1971-01-01	15	Utvidgas
1683	Skövde	1496	Skövde	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1684	Hjo	1684	Hjo	Hel	1971-01-01	15	Utvidgas
1684	Hjo	1684	Hjo	Hel	1974-01-01	15	Utvidgas
1684	Hjo	1497	Hjo	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1685	Tidaholm	1685	Tidaholm	Hel	1974-01-01	15	Utvidgas
1685	Tidaholm	1498	Tidaholm	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1686	Falköping	1686	Falköping	Hel	1974-01-01	15	Utvidgas
1686	Falköping	1499	Falköping	Hel	1998-01-01	20	Kodändrad; ny länstillhörighet
1701	Visnum	1643	Gullspång	Del	1971-01-01	10	Upphör; till befintlig
1701	Visnum	1781	Kristinehamn	Del	1971-01-01	10	Upphör; till befintlig
1702	Väse	1780	Karlstad	Del	1971-01-01	10	Upphör; till befintlig
1702	Väse	1781	Kristinehamn	Del	1971-01-01	10	Upphör; till befintlig
1703	Östra Fågelvik	1780	Karlstad	Hel	1967-01-01	10	Upphör; till befintlig
1704	Ullvättern	1760	Storfors	Hel	1967-01-01	10	Upphör; till befintlig
1705	Kroppa	1782	Filipstad	Hel	1971-01-01	10	Upphör; till befintlig
1706	Värmlandsberg	1782	Filipstad	Hel	1971-01-01	10	Upphör; till befintlig
1707	Rämmen	1782	Filipstad	Hel	1971-01-01	10	Upphör; till befintlig
1708	Finnskoga-Dalby	1737	Torsby	Hel	1974-01-01	10	Upphör; till befintlig
1709	Norra Ny	1737	Torsby	Hel	1974-01-01	10	Upphör; till befintlig
1710	Ekshärad	1783	Hagfors	Hel	1974-01-01	10	Upphör; till befintlig
1711	Gustav Adolf	1783	Hagfors	Hel	1974-01-01	10	Upphör; till befintlig
1712	Norra Råda	1783	Hagfors	Hel	1974-01-01	10	Upphör; till befintlig
1713	Nyed	1780	Karlstad	Hel	1971-01-01	10	Upphör; till befintlig
1714	Ullerud	1763	Forshaga	Hel	1974-01-01	10	Upphör; till befintlig
1715	Stora Kil	1715	Kil	Hel	1971-01-01	16	Utvidgas och namnändras
1716	Grava	1780	Karlstad	Hel	1971-01-01	10	Upphör; till befintlig
1717	Frykerud	1715	Kil	Hel	1971-01-01	10	Upphör; till befintlig
1718	Nor	1780	Karlstad	Hel	1971-01-01	10	Upphör; till befintlig
1719	Ed	1764	Grums	Hel	1969-01-01	10	Upphör; till befintlig
1720	Värmlandsnäs	1785	Säffle	Hel	1971-01-01	10	Upphör; till befintlig
1721	Gillberga	1785	Säffle	Hel	1971-01-01	10	Upphör; till befintlig
1722	Svanskog	1785	Säffle	Hel	1971-01-01	10	Upphör; till befintlig
1723	Stavnäs	1764	Grums	Del	1971-01-01	10	Upphör; till befintlig
1723	Stavnäs	1784	Arvika	Del	1971-01-01	10	Upphör; till befintlig
1724	Glava	1784	Arvika	Hel	1971-01-01	10	Upphör; till befintlig
1725	Sillerud	1765	Årjäng	Hel	1971-01-01	10	Upphör; till befintlig
1726	Holmedal	1765	Årjäng	Hel	1971-01-01	10	Upphör; till befintlig
1727	Töcksmark	1765	Årjäng	Hel	1974-01-01	10	Upphör; till befintlig
1728	Järnskog	1730	Eda	Hel	1971-01-01	10	Upphör; till befintlig
1729	Köla	1730	Eda	Hel	1971-01-01	10	Upphör; till befintlig
1730	Eda	1730	Eda	Hel	1971-01-01	15	Utvidgas
1731	Gunnarskog	1784	Arvika	Hel	1971-01-01	10	Upphör; till befintlig
1732	Älgå	1784	Arvika	Hel	1971-01-01	10	Upphör; till befintlig
1733	Brunskog	1715	Kil	Del	1971-01-01	10	Upphör; till befintlig
1733	Brunskog	1784	Arvika	Del	1971-01-01	10	Upphör; till befintlig
1734	Gräsmark	1766	Sunne	Hel	1971-01-01	10	Upphör; till befintlig
1735	Stora Sunne	1766	Sunne	Hel	1963-01-01	10	Upphör; till befintlig
1736	Lysvik	1766	Sunne	Hel	1971-01-01	10	Upphör; till befintlig
1737	Fryksände	1737	Torsby	Hel	1967-01-01	16	Utvidgas och namnändras
1737	Torsby	1737	Torsby	Hel	1971-01-01	15	Utvidgas
1737	Torsby	1737	Torsby	Hel	1974-01-01	15	Utvidgas
1738	Östmark	1737	Torsby	Hel	1971-01-01	10	Upphör; till befintlig
1739	Vitsand	1737	Torsby	Hel	1967-01-01	10	Upphör; till befintlig
1760	Storfors	1760	Storfors	Hel	1967-01-01	15	Utvidgas
1763	Forshaga	1763	Forshaga	Hel	1974-01-01	15	Utvidgas
1764	Grums	1764	Grums	Hel	1969-01-01	15	Utvidgas
1764	Grums	1764	Grums	Hel	1971-01-01	15	Utvidgas
1765	Årjäng	1765	Årjäng	Hel	1971-01-01	15	Utvidgas
1765	Årjäng	1765	Årjäng	Hel	1974-01-01	15	Utvidgas
1766	Sunne	1766	Sunne	Hel	1963-01-01	15	Utvidgas
1766	Sunne	1766	Sunne	Hel	1971-01-01	15	Utvidgas
1780	Karlstad	1780	Karlstad	Hel	1967-01-01	15	Utvidgas
1780	Karlstad	1780	Karlstad	Hel	1971-01-01	15	Utvidgas
1781	Kristinehamn	1781	Kristinehamn	Hel	1971-01-01	15	Utvidgas
1782	Filipstad	1782	Filipstad	Hel	1971-01-01	15	Utvidgas
1783	Hagfors	1783	Hagfors	Hel	1974-01-01	15	Utvidgas
1784	Arvika	1784	Arvika	Hel	1971-01-01	15	Utvidgas
1785	Säffle	1785	Säffle	Hel	1971-01-01	15	Utvidgas
1801	Mosjö	1880	Örebro	Hel	1967-01-01	10	Upphör; till befintlig
1802	Tysslinge	1880	Örebro	Hel	1971-01-01	10	Upphör; till befintlig
1803	Axberg	1880	Örebro	Hel	1971-01-01	10	Upphör; till befintlig
1804	Glanshammar	1880	Örebro	Del	1974-01-01	10	Upphör; till befintlig
1804	Glanshammar	1984	Arboga	Del	1974-01-01	10	Upphör; till befintlig
1805	Asker	1880	Örebro	Hel	1971-01-01	10	Upphör; till befintlig
